341	Says of MS13 gang members, "We are getting them out of our country by the thousands."	2073	Says of MS13 gang members, "We are getting them out of our country by the thousands."
341	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	3150	We're pretty much at the 50 percent mark on deportations of MS13 gang members.
348	Weve already started (the border wall). We started it in San Diego.	1924	Weve already started (the border wall). We started it in San Diego.
357	Says Mark Pocans proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would "eliminate border enforcement."	1862	Says Mark Pocans proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would "eliminate border enforcement."
357	Tim Kaine doesnt want a border at all. He wants to get rid of Immigration and Customs Enforcement and basically the border patrol as well.	1899	Tim Kaine doesnt want a border at all. He wants to get rid of Immigration and Customs Enforcement and basically the border patrol as well.
357	Democrats announce they will abolish ICE if they win 2020 election.	2304	Democrats announce they will abolish ICE if they win 2020 election.
357	Says Beto ORourke is "open to abolishing ICE."	1762	Says Beto ORourke is "open to abolishing ICE."
357	Says Katie Porter is part of a "radical group of Democrats with an extreme agenda to abolish ICE."	1441	Says Katie Porter is part of a "radical group of Democrats with an extreme agenda to abolish ICE."
390	Over the last 15 months, we've added more than 2 million jobs in the private sector. That's far in excess of what it was in the comparable period after the last recession.	12977	Over the last 15 months, we've added more than 2 million jobs in the private sector. That's far in excess of what it was in the comparable period after the last recession.
390	Says his administration has created "5 million jobs  over the last 30 months in the private sector alone."	10149	Says his administration has created "5 million jobs  over the last 30 months in the private sector alone."
401	Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.	5193	Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.
402	The European Union  they send us Mercedes, they send us  by the millions  the BMWs  cars by the millions.	1904	The European Union  they send us Mercedes, they send us  by the millions  the BMWs  cars by the millions.
403	The European Union  they send us Mercedes, they send us  by the millions  the BMWs  cars by the millions.	1904	The European Union  they send us Mercedes, they send us  by the millions  the BMWs  cars by the millions.
426	U.S. Steel just announced that they are building six new steel mills.	1776	U.S. Steel just announced that they are building six new steel mills.
426	All across Ohio, steel mills are reopening.	1417	All across Ohio, steel mills are reopening.
433	All across Ohio, steel mills are reopening.	1417	All across Ohio, steel mills are reopening.
433	U.S. Steel just announced that they are building six new steel mills.	1776	U.S. Steel just announced that they are building six new steel mills.
467	When they say Mexico can't pay for the wall, I say of course they can. We have a trade deficit with Mexico that's unbelievably big. ... It's billions and billions of dollars  far more than what we're talking about for the wall.	5506	When they say Mexico can't pay for the wall, I say of course they can. We have a trade deficit with Mexico that's unbelievably big. ... It's billions and billions of dollars  far more than what we're talking about for the wall.
468	When a car is sent to the United States from China, there is a Tariff to be paid of 2 12%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%.	2210	When a car is sent to the United States from China, there is a Tariff to be paid of 2 12%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%.
499	My numbers are better right now than Ronald Reagan's numbers were with Jimmy Carter.	5106	My numbers are better right now than Ronald Reagan's numbers were with Jimmy Carter.
504	The U.S. unemployment rate has "been massaged, its been doctored."	6793	The U.S. unemployment rate has "been massaged, its been doctored."
505	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	2537	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!
505	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	2141	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.
505	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.	5292	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.
505	Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!	2473	Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!
505	Over the past eight years, black youth unemployment is up.	4291	Over the past eight years, black youth unemployment is up.
505	As a result of welfare reform, "poverty levels went down to the lowest level ever for ... AfricanAmerican children."	11830	As a result of welfare reform, "poverty levels went down to the lowest level ever for ... AfricanAmerican children."
505	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	1429	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.
506	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	2537	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!
506	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	2141	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.
506	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	1429	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.
506	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.	5292	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.
509	I have tremendous support from women.	3979	I have tremendous support from women.
548	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	2141	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.
548	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	2537	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!
548	Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!	2473	Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!
548	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.	5292	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.
548	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	1429	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.
559	After years of wage stagnation, we are finally seeing rising wages.	2469	After years of wage stagnation, we are finally seeing rising wages.
559	When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people.	2328	When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people.
559	Wages "havent gone up for a long time."	2994	Wages "havent gone up for a long time."
568	Wages "havent gone up for a long time."	2994	Wages "havent gone up for a long time."
568	After years of wage stagnation, we are finally seeing rising wages.	2469	After years of wage stagnation, we are finally seeing rising wages.
568	In the United States, weve had "12 years in a row of wages declining."	6567	In the United States, weve had "12 years in a row of wages declining."
568	When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people.	2328	When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people.
600	Says Republicans"just passed" the Veterans Choice program after 44 years of trying. "They've been trying to pass that one for many, many decades."	1536	Says Republicans"just passed" the Veterans Choice program after 44 years of trying. "They've been trying to pass that one for many, many decades."
630	Says "Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers."	4457	Says "Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers."
663	Business spirit is the highest it's ever been, according to polls.	3049	Business spirit is the highest it's ever been, according to polls.
663	Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades.	2447	Consumer confidence, business confidence, and manufacturing confidence are the highest they have been in many decades.
664	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."	3217	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."
708	Chrysler is leaving Mexico and moving back to Michigan.	2506	Chrysler is leaving Mexico and moving back to Michigan.
709	Chrysler is leaving Mexico and moving back to Michigan.	2506	Chrysler is leaving Mexico and moving back to Michigan.
721	Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.	1793	Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.
756	The health care reform bill "is the largest tax increase in U.S. history."	15173	The health care reform bill "is the largest tax increase in U.S. history."
756	Americans received the biggest tax cut in history last year.	2000	Americans received the biggest tax cut in history last year.
756	We enacted the biggest tax cuts and reforms in American history.	2472	We enacted the biggest tax cuts and reforms in American history.
756	I "helped pass what, if enacted, would be the largest tax cut in Texas history through the State Senate."	6449	I "helped pass what, if enacted, would be the largest tax cut in Texas history through the State Senate."
773	Says the estate tax, "in many cases," forces family farmers and small businesses owners to sell their holdings.	6458	Says the estate tax, "in many cases," forces family farmers and small businesses owners to sell their holdings.
773	Ending the estate tax would "protect millions of small businesses and the American farmer."	2858	Ending the estate tax would "protect millions of small businesses and the American farmer."
789	101 utilities cut rates, credit GOP tax cuts.	1973	101 utilities cut rates, credit GOP tax cuts.
791	America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.	4634	America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.
791	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.	1823	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.
804	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.	1823	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.
804	U.S. farmers are receiving $16 billion "out of the tariffs that weve gotten from China."	373	U.S. farmers are receiving $16 billion "out of the tariffs that weve gotten from China."
804	Canada charges the U.S. a 270% tariff on Dairy Products! They didnt tell you that, did they? Not fair to our farmers!	1968	Canada charges the U.S. a 270% tariff on Dairy Products! They didnt tell you that, did they? Not fair to our farmers!
804	Tariffs are "paid for mostly by China, by the way, not by us."	640	Tariffs are "paid for mostly by China, by the way, not by us."
812	Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.	5187	Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.
812	When a car is sent to the United States from China, there is a Tariff to be paid of 2 12%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%.	2210	When a car is sent to the United States from China, there is a Tariff to be paid of 2 12%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%.
824	Last year we lost $500 billion on trade with China.	2257	Last year we lost $500 billion on trade with China.
840	Last year we lost $500 billion on trade with China.	2257	Last year we lost $500 billion on trade with China.
890	Canada charges the U.S. a 270% tariff on Dairy Products! They didnt tell you that, did they? Not fair to our farmers!	1968	Canada charges the U.S. a 270% tariff on Dairy Products! They didnt tell you that, did they? Not fair to our farmers!
914	Just last year we gave the military a $700 billion budget increase, which they didnt even ask for.	1780	Just last year we gave the military a $700 billion budget increase, which they didnt even ask for.
918	We got $6 billion for opioid and getting rid of that scourge thats taking over our country. And the numbers are way down.	2010	We got $6 billion for opioid and getting rid of that scourge thats taking over our country. And the numbers are way down.
